2025-10-30 10:53:05.828 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:05.867 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:05.906 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:05.906 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:05.912 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:05.937 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:05.979 | Uploaded: CITY_END  201
2025-10-30 10:53:05.987 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:06.019 | Uploaded: SPEED_LIMIT 40 201
2025-10-30 10:53:06.032 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.043 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.055 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:06.064 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.066 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.091 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.091 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.113 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.113 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:06.151 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.152 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.167 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.169 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.175 | Uploaded: PASSING_RESTRICTION  201
2025-10-30 10:53:06.181 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.189 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:06.189 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.244 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.296 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.580 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.585 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.588 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.598 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.614 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.630 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.662 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:06.664 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.669 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.713 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.718 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.790 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.814 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:06.846 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:06.849 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:06.850 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.896 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:06.922 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.934 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:06.962 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:06.979 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.009 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.047 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.047 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:07.049 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.057 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.063 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.072 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.162 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.190 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.205 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:07.219 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.240 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.283 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.285 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.364 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.373 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.380 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.381 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.397 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.397 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.397 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.412 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.412 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:07.412 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.470 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.526 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.539 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.548 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.566 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.578 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.599 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.606 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.613 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.613 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.629 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.645 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.648 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.654 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.709 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.747 | Uploaded: HIGHWAY_BEGIN  201
2025-10-30 10:53:07.766 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.771 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.779 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:07.788 | Uploaded: CITY_END  201
2025-10-30 10:53:07.798 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.825 | Uploaded: HIGHWAY_BEGIN  201
2025-10-30 10:53:07.826 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.832 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.838 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.844 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.846 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.849 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.861 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:07.874 | Uploaded: SPEED_LIMIT 40 201
2025-10-30 10:53:07.913 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.921 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:07.922 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.922 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:07.939 | Uploaded: SPEED_LIMIT 40 201
2025-10-30 10:53:07.996 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.055 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.080 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.091 | Uploaded: PASSING_RESTRICTION  201
2025-10-30 10:53:08.099 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.099 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.110 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.110 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.121 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.126 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.152 | Uploaded: SPEED_LIMIT 40 201
2025-10-30 10:53:08.173 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.210 | Uploaded: SPEED_LIMIT 40 201
2025-10-30 10:53:08.210 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.226 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:08.238 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.242 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.252 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.317 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.399 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.403 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.423 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:08.423 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.433 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.454 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.454 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.501 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.501 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.501 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.504 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.506 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.506 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.506 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.555 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.587 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.595 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.596 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.615 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.619 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.636 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.638 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:08.650 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.655 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.658 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.664 | Uploaded: HIGHWAY_BEGIN  201
2025-10-30 10:53:08.697 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.699 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.718 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.734 | Uploaded: HIGHWAY_BEGIN  201
2025-10-30 10:53:08.736 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.743 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.797 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.838 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.855 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:08.857 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.907 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:08.920 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:08.945 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:08.978 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.249 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.268 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:09.269 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:09.280 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.307 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:09.307 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.313 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:09.319 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:09.338 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.350 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.358 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:09.363 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.390 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:09.430 | Uploaded: SPEED_LIMIT 40 201
2025-10-30 10:53:09.431 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.432 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:09.434 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.453 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.454 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.503 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.513 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.520 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.532 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:09.557 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.560 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:09.570 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.590 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.599 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.604 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.608 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.639 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.652 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.652 | Uploaded: HIGHWAY_BEGIN  201
2025-10-30 10:53:09.716 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:09.719 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.723 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.730 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:09.771 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.833 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.846 | Uploaded: PASSING_RESTRICTION  201
2025-10-30 10:53:09.860 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:09.879 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.903 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.904 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.921 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.923 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.946 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.954 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.983 | Uploaded: PASSING_RESTRICTION  201
2025-10-30 10:53:09.986 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:09.993 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:09.999 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.005 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.009 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.024 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.031 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.038 | Uploaded: CITY_END  201
2025-10-30 10:53:10.074 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.074 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:10.087 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:10.100 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.105 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.106 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.113 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.126 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.132 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.175 | Uploaded: SPEED_LIMIT 40 201
2025-10-30 10:53:10.191 | Uploaded: CITY_END  201
2025-10-30 10:53:10.202 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.223 | Uploaded: PASSING_RESTRICTION  201
2025-10-30 10:53:10.224 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:10.237 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:10.237 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.239 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.240 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.252 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.263 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:10.270 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.323 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.396 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:10.400 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:10.421 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.457 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.457 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.461 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:10.473 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.484 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.486 | Uploaded: NO_RESTRICTION  201
2025-10-30 10:53:10.502 | Uploaded: HIGHWAY_BEGIN  201
2025-10-30 10:53:10.519 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.522 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.571 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.575 | Uploaded: SPEED_LIMIT 40 201
2025-10-30 10:53:10.585 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:10.634 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.642 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.661 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:10.662 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.668 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.714 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:10.724 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.731 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.764 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:10.767 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.772 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:10.788 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:10.840 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:10.840 | Uploaded: HIGHWAY_BEGIN  201
2025-10-30 10:53:11.026 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.030 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.040 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.087 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.087 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.104 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.129 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.130 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.157 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.160 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.185 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.189 | Uploaded: PASSING_RESTRICTION  201
2025-10-30 10:53:11.207 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:11.220 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.238 | Uploaded: HIGHWAY_END  201
2025-10-30 10:53:11.239 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.239 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.264 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:11.275 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.298 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.320 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.326 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:11.334 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.414 | Uploaded: HIGHWAY_BEGIN  201
2025-10-30 10:53:11.423 | Uploaded: PASSING_RESTRICTION  201
2025-10-30 10:53:11.461 | Uploaded: CITY_END  201
2025-10-30 10:53:11.474 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.485 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.496 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.519 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:11.535 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.575 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.584 | Uploaded: SPEED_LIMIT 80 201
2025-10-30 10:53:11.596 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:11.603 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.639 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.681 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.683 | Uploaded: SPEED_LIMIT 50 201
2025-10-30 10:53:11.706 | Uploaded: SPEED_LIMIT 100 201
2025-10-30 10:53:11.718 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:11.727 | Uploaded: SPEED_LIMIT 60 201
2025-10-30 10:53:11.802 | Uploaded: SPEED_LIMIT 100 201
